show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_quality_Notes
s242,TV Show,Manifest,Daniel Schechter,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur",United States,"August 21, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.",
s243,TV Show,Comedy Premium League,Not Available,Not Available,Not Available,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies","With satirical sketches, cheeky debates and blistering roasts, 16 of India’s wittiest entertainers compete in teams to be named the ultimate comedy champs.",
s244,TV Show,Everything Will Be Fine,Jerry Rothwell,"Lucía Uribe, Flavio Medina, Isabella Vazquez Morales, Pierre Louis, Mercedes Hernández",Not Available,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,
s246,TV Show,Korean Cold Noodle Rhapsody,Not Available,Paik Jong-won,Not Available,"August 20, 2021",2021,TV-PG,1 Season,"Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved.",
s249,TV Show,The Chair,Not Available,"Sandra Oh, Jay Duplass, Holland Taylor, David Morse, Bob Balaban, Nana Mensah, Everly Carganilla",Not Available,"August 20, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",
s255,TV Show,Go! Go! Cory Carson,Yulene Olaizola,"Alan C. Lim, Paul Killam, Maisie Benson, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Jim Capobianco, Anna Chambers, Pfifer Chastain",United States,"August 18, 2021",2021,TV-Y,5 Seasons,Kids' TV,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",
s261,TV Show,The Defeated,Chiaki Kon,"Taylor Kitsch, Nina Hoss, Logan Marshall-Green, Michael C. Hall, Tuppence Middleton, Mala Emde, Maximilian Ehrenreich, Sebastian Koch, Anne Ratte-Polle, Lena Dörrie, Benjamin Sadler",Not Available,"August 18, 2021",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.",
s264,TV Show,Mother Goose Club,Thom Fitzgerald,Not Available,United States,"August 16, 2021",2016,TV-Y,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,
s266,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,Tade Ogidan,"Kaito Ishikawa, Asami Seto, Nao Toyama, Atsumi Tanezaki, Maaya Uchida, Yurika Kubo, Inori Minase",Japan,"August 15, 2021",2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai.",
s267,TV Show,The Creative Indians,Michelle Maclaren,Not Available,India,"August 15, 2021",2020,TV-MA,1 Season,"Docuseries, International TV Shows","From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys.",
s270,TV Show,Winx Club,George Ratliff,"Liza Jacqueline, Helena Evangeliou, Lisa Ortiz, Kerry Williams, Gregory Abbey, Dan Green, Michael Sinterniklaas, Suzy Myers, Christina Rodriguez, Dani Schaffel, Sebastian Arcelus, Rachael Lillis",Italy,"August 15, 2021",2015,TV-Y7,2 Seasons,Kids' TV,"In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",
s272,TV Show,Brand New Cherry Flavor,Gary Sing,"Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler",United States,"August 13, 2021",2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",
s273,TV Show,Fast & Furious Spy Racers,Julio Quintana,"Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry",United States,"August 13, 2021",2021,TV-Y7,5 Seasons,Kids' TV,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,
s275,TV Show,Grace and Frankie,Ray Jiang,"Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn",United States,"August 13, 2021",2021,TV-MA,7 Seasons,"TV Comedies, TV Dramas","They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",
s276,TV Show,The Kingdom,Not Available,"Chino Darín, Nancy Dupláa, Joaquín Furriel, Peter Lanzani, Mercedes Morán, Diego Peretti, Vera Spinetta, Nico García Hume, Victoria Almeida, Santiago Korovsky, Patricio Aramburu, Alfonso Tort, Diego Gentile, Néstor Guzzini, Daniel Kuzniecka",Argentina,"August 13, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","After his running mate's murder, a controversial televangelist becomes Argentina's presidential candidate. But nothing about him is as holy as he seems.",
s278,TV Show,AlRawabi School for Girls,Not Available,"Andria Tayeh, Rakeen Sa'ad, Noor Taher, Yara Mustafa, Joanna Arida, Salsabiela, Nadera Emran, Reem Saadeh",Jordan,"August 12, 2021",2021,TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors.,
s281,TV Show,Bake Squad,Not Available,Not Available,United States,"August 11, 2021",2021,TV-PG,1 Season,Reality TV,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,
s287,TV Show,Gabby's Dollhouse,Not Available,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen",United States,"August 10, 2021",2021,TV-Y,2 Seasons,Kids' TV,"Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.",
s289,TV Show,Las muñecas de la mafia,Mae Czarina Cruz,"Amparo Grisales, Fernando Solórzano, Angelica Blandon, Katherine Escobar, Yuly Ferreira, Alejandra Sandoval, Andrea Gómez, Andrea Guzmán, Diego Vásquez, Julián Román, Juan Pablo Franco",Colombia,"August 10, 2021",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on the book ""Las Fantásticas,"" this exciting telenovela follows the tumultuous lives of five women who get mixed up with the Mafia.",
s290,TV Show,The Crowned Clown,Daniel Minahan,"Yeo Jin-goo, Lee Se-young, Kim Sang-kyung, Jung Hye-young, Jang Kwang, Kwon Hae-hyo, Jang Yeong-nam, Lee Kyu-han",South Korea,"August 10, 2021",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Standing in for an unhinged Joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people.",
s292,TV Show,SHAMAN KING,Not Available,"Yoko Hikasa, Katsuyuki Konishi, Megumi Hayashibara, Inuko Inuyama, Romi Park, Kosuke Takaguchi, Masahiko Tanaka, Wataru Takagi, Yuji Ueda, Megumi Nakajima, Takehito Koyasu, Yoko Soumi, Motoko Kumai, Yui Horie, Yuichi Nakamura, Nana Mizuki, Takumu Miyazono, Noriaki Kanze, Michiko Neya, Toru Sakurai, Rina Hidaka, Masakazu Morita, Minami Takayama",Japan,"August 9, 2021",2021,TV-14,1 Season,"Anime Series, International TV Shows","Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.",
s297,TV Show,Hit & Run,Svetlana Cvetko,"Lior Raz, Kaelen Ohm, Sanaa Lathan, Moran Rosenblatt, Lior Ashkenazi, Gregg Henry, Gal Toren","Israel, United States","August 6, 2021",2021,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv.,
s310,TV Show,Car Masters: Rust to Riches,Pedro Antonio,"Mark Towle, Shawn Pilot, Constance Nunes, Tony Quinones, Mike ""Caveman"" Pyle",Not Available,"August 4, 2021",2021,TV-PG,3 Seasons,Reality TV,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",
s312,TV Show,Control Z,Maria Pulera,"Ana Valeria Becerril, Michael Ronda, Yankel Stevan, Zion Moreno, Luis Curiel, Samantha Acuña, Macarena García, Fiona Palomo, Andrés Baida, Patricio Gallardo, Iván Aragón, Xabiani Ponce de León, Patricia Maqueo, Rodrigo Cachero, Rocío Verdejo, Mauro Sánchez Navarro, Lidia San José, Thanya López, Renata del Castillo, Arturo Barba, Kariam Castro, Ariana Saavedra, Alexander Holtmann, Nastassia Villasana, Marco Zunino",Mexico,"August 4, 2021",2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",
s313,TV Show,Cooking With Paris,Seema Pahwa,Paris Hilton,United States,"August 4, 2021",2021,TV-MA,1 Season,Reality TV,"With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show.",
s314,TV Show,Autumn's Concerto,"Mikiko, Daito Manabe","Ady An, Vanness Wu, Ann Hsu, Wu Kang-ren, Xiao Xiao Bin",Taiwan,"August 3, 2021",2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",
s320,TV Show,The Prince Who Turns into a Frog,"Akshay Sanjeev Chavan, Sumit Das","Joe Chen, Ming Dao, Sam Wang, Joyce Chao, Gino, Su Li-hsin, Wang Chuan, Ehlo Huang",Taiwan,"August 3, 2021",2005,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.",
s321,TV Show,Top Secret UFO Projects: Declassified,Not Available,Not Available,Not Available,"August 3, 2021",2021,TV-PG,1 Season,Docuseries,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",
s322,TV Show,Two Fathers,Not Available,"Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung",Taiwan,"August 3, 2021",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.",
s323,TV Show,You're My Destiny,John Madden,"Joe Chen, Ethan Juan, Baron Chen, Bianca Bai, Na Wei-hsun, Tan Ai-Chen",Taiwan,"August 3, 2021",2008,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",
s324,TV Show,30 Rock,Ryan Crego,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",United States,"August 1, 2021",2012,TV-14,7 Seasons,TV Comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,
s325,TV Show,44 Cats,Guillermo Del Toro,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,"August 1, 2021",2020,TV-Y7,3 Seasons,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",
s332,TV Show,Darwin’s Game,Michael Civille,"Yusuke Kobayashi, Reina Ueda, Nichika Omori, Taku Yashiro, Yumiri Hanamori, Ai Kayano, Takehito Koyasu, Yoshitsugu Matsuoka",Not Available,"August 1, 2021",2020,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.,
s337,TV Show,Friday Night Lights,Not Available,"Kyle Chandler, Connie Britton, Aimee Teegarden, Taylor Kitsch, Jesse Plemons, Minka Kelly, Zach Gilford, Adrianne Palicki, Derek Phillips, Brad Leland, Gaius Charles, Timothy F. Crowley, Louanne Stephens, Stacey Oristano, Scott Porter",Not Available,"August 1, 2021",2010,TV-14,5 Seasons,"TV Dramas, Teen TV Shows",Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.,
s339,TV Show,Hunter X Hunter (2011),Not Available,"Megumi Han, Mariya Ise, Keiji Fujiwara, Miyuki Sawashiro, Daisuke Namikawa",Japan,"August 1, 2021",2014,TV-14,6 Seasons,"Anime Series, International TV Shows","To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",
s362,TV Show,Charmed,Jose Gomez,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",United States,"July 31, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy.",
s365,TV Show,Centaurworld,Roman White,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos, Megan Nicole Dong, Jessie Mueller, Josh Radnor",Not Available,"July 30, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.",
s367,TV Show,Glow Up,Mike Hodges,Not Available,United Kingdom,"July 30, 2021",2021,TV-14,3 Seasons,"British TV Shows, International TV Shows, Reality TV","In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.",
s369,TV Show,Khawatir,Umesh Bist,Not Available,Not Available,"July 30, 2021",2009,TV-14,1 Season,"International TV Shows, Reality TV",Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.,
s370,TV Show,Myth & Mogul: John DeLorean,Massimiliano Camaiti,Not Available,Not Available,"July 30, 2021",2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit.",
s371,TV Show,Outer Banks,Not Available,"Chase Stokes, Madelyn Cline, Madison Bailey, Jonathan Daviss, Rudy Pankow, Charles Esten, Adina Porter, Austin North, Drew Starkey",United States,"July 30, 2021",2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, Teen TV Shows","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",
s377,TV Show,Transformers: War for Cybertron: Kingdom,Chinaza Onuzo,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco, Tessho Genda, Ryohei Kimura, Kikuko Inoue, Kazuhiko Inoue, Chafurin",Not Available,"July 29, 2021",2021,TV-Y7,1 Season,Anime Series,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.,
